,area_name,point_node,point_dist,area,school_dist,school_cover_ratio,school_num,mid_school_dist,mid_school_cover_ratio,mid_school_num,station_dist,station_cover_ratio,station_num,hospital_dist,hospital_cover_ratio,hospital_num,sports_dist,sports_fac_cover_ratio,sports_fac_num,cultural_fac_dist,cultural_fac_cover_ratio,cultural_fac_num,community_ctr_dist,community_ctr_cover_ratio,community_ctr_num,museum_dist,museum_cover_ratio,museum_num,library01_dist,library01_cover_ratio,library01_num,art_mus_dist,art_mus_cover_ratio,art_mus_num,Neighbourhood_assoc_dist,Neighbourhood_assoc_cover_ratio,Neighbourhood_assoc_num,park01_dist,park01_cover_ratio,park01_num,park11_dist,park11_cover_ratio,park11_num,bicycles_parking_area_dist,bicycles_parking_area_cover_ratio,bicycles_parking_area_num,welfare_ctr_dist,welfare_ctr_cover_ratio,welfare_ctr_num,shopping_street_dist,shopping_street_cover_ratio,shopping_street_num,original_bus_dist,original_bus_stops_cover_ratio,original_bus_stops_num,metabo_hosp_dist,metabo_hosp_cover_ratio,metabo_hosp_num,restaurant_dist,restaurant_cover_ratio,restaurant_num,bus_stops_dist,bus_stops_cover_ratio,bus_stops_num,supermarket_dist,supermarket_cover_ratio,supermarket_num,library02_dist,library02_cover_ratio,library02_num,park02_dist,park02_cover_ratio,park02_num,worker_status_all_hhs_num,worker_status_farmer_hhs_num,worker_status_other_hhs_num,worker_status_not_farmer_hhs_num,worker_status_jobless_hhs_num,worker_all_num,worker_A_num,worker_B_num,worker_C_num,worker_D_num,worker_E_num,worker_F_num,worker_G_num,worker_H_num,worker_I_num,worker_J_num,worker_K_num,m_all_num,m_15mainus,m_40-44,m_45-49,m_50-54,m_55-59,m_60-64,m_65-69,m_70-74,m_75plus,f_all_num,f_15mainus,f_40-44,f_45-49,f_50-54,f_55-59,f_60-64,f_65-69,f_70-74,f_75plus,single_num,all_hhs_num,c01_walk,c01_train,c01_bus,c01_school_bus,c01_car,c01_taxi,c01_bike,c01_bicycle,c02_walk,c02_train,c02_bus,c02_school_bus,c02_car,c02_taxi,c02_bike,c02_bicycle,altitude_avg,altitude_std
30,í∑à‰è¨äwçZ,1688069336,162.7081275719067,3940175.7898553377,1073.9375598695733,0.7490082498469964,1,699.9810592487204,0.6013528483530675,1.0,3816.4384637333874,0.0,0.0,1302.745089296305,0.4140763730892324,1.0,1364.5530522040956,0.43490128283868934,1.0,1274.8936607593603,0.5515324021043123,1.0,796.1479078134191,0.7361062818903088,1.0,6996.519147042012,0.0,0.0,10961.697467774886,0.0,0.0,16449.978200378417,0.0,0.0,584.0783198584343,0.9899442607988421,16,1169.3694233512285,0.8087208837734917,4,1235.6418136246082,0.4920448860483838,2.0,8820.948326175761,0.0,0.0,2045.9823944604582,0.29105077577489114,1.0,3198.515299964077,0.0,0.0,16519.114654997687,0.0,0.0,3876.595303727678,0.0,0.0,3645.66309029522,0.0,0.0,670.324261167196,0.9830835104947198,15.0,1058.5057763523437,0.7836583240184035,4.0,679.5809250933357,0.7844333817416514,1.0,751.0818336775135,0.981977962249415,6,3177,99,76,1685,1216,3389,43,354,487,358,500,116,285,381,193,227,291,3771,381,220,284,270,225,251,313,352,661,3925,336,181,274,260,249,262,307,369,924,925,3177,306,1370,1248,62,3096,6,502,268,354,1680,1516,68,3124,6,512,310,13.50195627774208,8.221361695947529
31,í∑âYè¨äwçZ,3832191436,87.34053406880966,1175266.1344797593,569.6632120677592,0.9057681914714139,1,2808.2295732941852,0.0,0.0,120.47682620565365,0.9468927960964215,1.0,263.2516181544413,0.9550242963684609,1.0,1555.5312580326731,0.3326349364904853,0.0,1053.798375192546,0.7516288522393549,0.0,200.91858289195534,0.9402283573365187,1.0,3145.1473714247986,0.0005608803543317759,0.0,2888.071645757732,0.0,0.0,11508.548606875318,0.0,0.0,231.82348597969852,0.9742485756698546,3,127.70157806472756,0.9999999999997242,6,1029.5271103074883,0.5845100305380949,0.0,1883.0573019697001,0.000483456746363853,0.0,950.9312893967574,0.7961245762736449,0.0,943.7300517721112,0.8440384291147225,0.0,3821.493061494589,0.0,0.0,4020.0155675707815,0.0,0.0,1859.0040323916348,0.04986846904592718,0.0,381.310713658567,0.9323303811718835,3.0,469.14720692452806,0.934168108483128,1.0,2218.965486441276,0.0,0.0,208.78537641923867,0.9999999999997242,7,1662,3,8,968,637,1721,35,326,355,186,186,199,10,139,49,60,123,1905,164,100,161,157,144,134,135,162,254,1944,170,93,170,154,124,140,144,157,408,558,1662,320,1066,184,34,382,8,88,88,324,1182,198,36,384,8,88,88,42.04607806261041,31.93667802869879
32,í√ãvà‰è¨äwçZ,299401538,3.0876080916929105,3319261.643129203,805.855177658749,0.8526864861129578,1,1306.2287901787279,0.7567339519479376,0.0,1155.457782736473,0.9421957913846759,1.0,351.0550738543565,0.701489963816231,1.0,2897.145198729969,0.4881075928748806,0.0,1220.6596424019833,0.8684834751369997,1.0,1959.0628576829904,0.6519080156651966,0.0,2048.91497734669,0.5162139771593273,0.0,6144.7772968078,0.0,0.0,12659.917680898203,0.0,0.0,255.43479195444544,0.9964197523456206,18,829.9953723270747,0.8093335358530406,3,1236.9077056918134,0.3336232723049996,1.0,3092.5634910694016,0.0,0.0,1425.3993489660118,0.7622245768572382,0.0,1302.7230601713825,0.5855554304791736,1.0,17367.39613551748,0.0,0.0,5447.798784247467,0.0,0.0,1353.585329779568,0.5575843841844379,0.0,2717.057671453917,0.27260969623587694,0.0,1159.0795275791984,0.9435270541551379,2.0,2023.2870064369322,0.5351703984021231,0.0,996.4391142336423,0.8092140803598054,3,3846,57,27,2160,1514,3764,43,536,677,428,613,146,167,370,168,200,301,4156,442,244,337,319,262,223,255,380,679,4601,456,266,383,337,268,231,327,470,878,1203,3846,198,2726,316,42,1616,6,250,118,250,3098,356,44,1624,6,254,124,52.77178161553432,43.28756789996265
33,í«ïlè¨äwçZ,3820434667,7.418001528253644,517493.4445967515,922.7476635288687,1.0000000000000004,1,1617.908473470481,0.4306380773337922,0.0,595.6769368676597,0.9529955362100182,1.0,821.779807002157,1.0000000000000004,0.0,1342.3631192171179,0.9630287094974255,0.0,2352.7869072521635,0.0,0.0,602.698875708497,0.8918069257899638,1.0,6879.906838884245,0.0,0.0,1356.0176563448433,0.05255333424887304,0.0,15243.30807433477,0.0,0.0,384.1130102121794,1.0000000000000004,7,160.9629903334733,1.0000000000000004,1,1892.2199078276274,0.2658798958934376,0.0,558.8027183746719,0.9537047208062014,2.0,697.1656300345519,0.9869908528428318,2.0,522.2841362368946,1.0000000000000004,5.0,649.671427284553,0.968654561551861,3.0,1307.8133480746033,0.2867467145155978,0.0,523.9051799868062,0.9242216828615094,1.0,747.4824520443119,1.0000000000000004,0.0,500.18537887262283,1.0000000000000004,2.0,1409.2268551896761,0.0,0.0,472.79619603163064,1.0000000000000004,1,1754,1,2,955,751,1503,25,250,289,166,202,75,8,203,59,58,121,1829,147,129,159,114,109,114,119,130,226,1650,124,108,97,118,96,81,115,160,367,884,1754,312,1498,192,58,494,6,110,388,378,1696,210,66,498,6,116,438,20.88286567865479,6.101843983583977
34,íﬂãvï€è¨äwçZ,3350390022,13.853345885935092,1658213.736108639,941.9313818806029,0.9135057787957982,1,1655.9404631406971,0.5083515823093677,0.0,1812.7280746092945,0.5053735255378363,0.0,356.1533984721628,0.9616341540669543,1.0,902.3890517227445,0.8196364013506351,3.0,1054.702736576244,0.9706767574370521,1.0,2036.538907198814,0.3632433536254897,0.0,1796.359162140416,0.04929106033475599,0.0,1707.3636860889103,0.11632434652548626,0.0,8785.781418692442,0.0,0.0,984.6925507886544,1.0000000000000988,11,993.1655420082998,1.0000000000000988,7,1927.6270782044605,0.8174144771029259,0.0,1845.6837649920471,0.6567393226731403,0.0,1103.2708786152025,1.0000000000000988,1.0,947.6006156979573,0.9935973502347152,3.0,8002.68787331171,0.0,0.0,1852.414058249898,0.4202116621579932,0.0,1384.606918952804,0.6385771056332875,0.0,371.3783313923553,1.0000000000000988,12.0,1076.9367986043915,0.9480141789730316,1.0,1906.2463512955492,0.3406710172635751,0.0,1059.1074880883161,1.0000000000000988,8,5243,11,6,2813,2275,4753,69,719,801,611,789,180,16,507,221,279,388,5644,600,368,388,391,389,401,435,496,915,5827,538,315,384,384,367,376,428,540,1342,1906,5243,702,2766,2348,102,2134,52,744,594,812,3208,2552,110,2168,52,760,678,35.764821289836775,10.131416485368666
35,ìcâYè¨äwçZ,3832136903,29.28754434202615,2920826.932813966,419.2129979894157,0.8750886207723808,1,1965.426584440395,0.18091169273939275,0.0,930.658298731444,0.7310324300953718,1.0,316.4117380502053,0.7833963742996222,1.0,2677.298268305889,0.0,0.0,2175.5653854657617,0.056626880236761275,0.0,1625.9304089438874,0.44161236238890567,0.0,4266.914381698016,0.0,0.0,4009.838656030948,0.0,0.0,12630.315617148537,0.0,0.0,440.4479691170264,0.9762502678131293,7,861.0126222313909,0.9379985456080617,4,595.4803933537779,0.6395408156437931,1.0,1621.8449589052423,0.6025759707811041,0.0,647.9200852265,0.8175422936437681,3.0,605.547711816734,0.8096803404221949,1.0,2808.2880717678045,0.0,0.0,3944.585890888376,0.0,0.0,2980.7710426648514,0.0,0.0,1028.337660444661,0.8777002628254591,4.0,621.8205872809838,0.8209153393768636,2.0,1735.5001496750888,0.3328616408439669,0.0,688.4189832842128,0.9990203434507355,5,2038,3,0,1191,799,2337,37,315,410,238,269,456,3,229,74,89,158,2556,191,133,195,183,181,142,179,204,354,2261,172,103,174,162,155,147,164,214,515,726,2038,252,1606,582,28,686,2,196,230,268,1906,612,34,688,2,202,260,47.68250529429258,32.569281555018996
36,ìcåÀè¨äwçZ,1862489562,26.87106756657982,1430993.1742325085,690.8774493646627,0.9999869038363021,1,1480.9977538411154,0.5665791822411018,0.0,430.55179628993915,0.9740776393038315,1.0,342.56342576336954,0.9213970839229446,0.0,1764.7718597368123,0.0,0.0,575.3061659138309,0.9217883133053408,1.0,119.77645980904018,0.9371420509058919,1.0,1183.9118838210609,0.7390430544622077,0.0,1498.8944077695555,0.635145406716351,0.0,6862.699140373086,0.0,0.0,198.51724488615804,0.9999999999995377,14,49.05793322048815,0.9999873384826528,3,745.6195786742285,0.9095815473909331,2.0,460.0624866726919,0.9939125825784013,1.0,491.6149219474561,0.9999998250271497,3.0,474.65488741691456,0.9999996369994688,2.0,7720.4125949923555,0.0,0.0,983.1921010685527,0.6696193818756271,1.0,260.4308266122509,0.9999823184382234,8.0,340.099531857964,0.9999999999995377,10.0,643.0310802530507,0.9566491351691336,5.0,1528.4561937300305,0.705098099622088,0.0,263.36445744852807,0.9999999999995377,3,6455,7,11,3908,2401,6238,115,1348,1318,751,850,382,30,514,166,202,408,6500,686,437,638,615,458,383,398,450,634,6761,667,446,665,595,440,329,383,480,983,2839,6455,1988,5554,1266,112,2080,34,416,1314,2240,6434,1396,122,2092,34,420,1498,11.07993719145833,15.097728535326329
37,înñxè¨äwçZ,3841754447,18.465957304500616,1007695.7605612238,681.9667994669387,0.9999999999997325,1,825.5063230116477,0.7423022879861814,1.0,285.83952419846815,0.9059957451511019,1.0,748.6578730239803,0.9378826930805774,1.0,630.2146139350289,0.7824468758006028,0.0,2208.360450671468,0.0,0.0,1379.9581178962444,0.8826178286067666,0.0,1156.767815647458,0.7961745093544391,1.0,4565.194297507475,0.0,0.0,4109.307030111012,0.0,0.0,435.1620333666017,0.9999999999997325,7,271.27876135879467,0.9999999999997325,10,1400.8083065853305,0.5637718574632635,0.0,306.80733548174436,0.9292548386587579,1.0,45.24337766861551,0.9976329522895867,3.0,313.9439535339246,0.8712411434504937,0.0,10850.528484730281,0.0,0.0,4078.468990806473,0.0,0.0,1494.96522195157,0.4691188563066128,0.0,110.1814547874408,0.9999999999997325,6.0,332.0931095990532,0.9138608264596297,0.0,1529.456224833205,0.85892650646493,0.0,332.0931095990532,0.9999999999997325,10,2645,7,5,1478,1093,2380,33,428,468,272,291,230,14,211,80,97,188,2913,373,198,247,200,173,170,207,242,501,3005,326,193,207,177,178,156,211,309,656,855,2645,220,2546,376,68,1116,18,244,314,254,2838,422,72,1120,18,248,334,20.843273158268488,16.61352409955624
38,ïxémå©è¨äwçZ,2168231861,294.23024028202974,3668095.3015650627,879.3811524459989,0.4958954715568502,1,1092.7824525853412,0.5193400330956117,1.0,4822.561414926809,0.0,0.0,677.9967214835826,0.6596994252012383,1.0,696.2629299230247,0.5848405649287132,1.0,1317.0672453505563,0.5509680801172497,1.0,1175.9848910131295,0.49703549911615,1.0,5869.870259752137,0.0,0.0,7721.822580485006,0.0,0.0,13322.879313088542,0.0,0.0,1139.5798641076403,0.9510474463551878,8,1071.5073564527565,0.8862869948016949,9,2354.2601709674823,0.6010593767288794,1.0,5581.073438885885,0.0,0.0,388.8306020046574,0.879828934842837,5.0,1140.875387808678,0.6533264325204008,2.0,13662.500767707807,0.0,0.0,2749.946416437802,0.0,0.0,1368.0722030053435,0.58939813127775,1.0,505.9179162502952,0.9876207101198579,9.0,1150.407980288715,0.6364429551585313,1.0,1328.4094507906275,0.49030994963062974,1.0,505.9179162502952,0.9592057036175111,10,2519,24,18,1465,967,2534,28,311,380,276,431,199,71,221,144,167,229,3018,317,174,234,226,206,185,234,257,560,3186,279,155,207,221,183,218,214,285,850,740,2519,292,916,1150,32,2022,10,484,262,336,1116,1394,48,2034,10,498,298,65.9394218827343,34.6395991543484
39,ïêéRè¨äwçZ,3312040549,24.982389679202537,4380479.172971033,803.5077785561737,0.4889227222201869,1,1211.2306019825137,0.5515931475870266,0.0,5082.205564323983,0.0,0.0,200.33291717080107,0.4643196269898595,1.0,1300.9810793201973,0.5553678356187937,0.0,877.9343947477291,0.6018224405203044,0.0,838.9850404103023,0.5923418385968693,0.0,5002.049409149309,0.0,0.0,7142.641729882178,0.0,0.0,12743.698462485718,0.0,0.0,135.80877767238633,0.9835783234807453,9,55.01889172668091,0.9747979591894285,12,1525.0414170228705,0.44475503979091985,1.0,5001.892588283056,0.0,0.0,602.0822136120933,0.9350179583811113,3.0,431.7895372058506,0.7374989146528816,2.0,12859.708917104981,0.0,0.0,1882.1255658349746,0.29042890972778534,0.0,742.3403524025165,0.7019390976836758,1.0,456.13103575291956,0.9759082916496112,7.0,441.3221296858877,0.7494345450480149,4.0,749.2286001878005,0.5836528357036768,0.0,142.53790152780206,0.9790507666824361,18,4009,37,19,2357,1521,5516,61,564,1549,431,669,660,92,461,241,310,346,6149,509,353,394,357,298,288,370,471,775,5133,476,285,328,347,310,283,396,504,1211,1137,4009,486,1086,1504,38,2926,12,688,324,542,1358,1806,62,2958,12,702,382,36.469130806800116,27.650756527416412
40,ñLìáè¨äwçZ,3351971780,56.032949433792886,917954.0557468631,544.2964584811552,1.000000000000183,1,1226.881207140352,0.6738016442985313,0.0,937.1212215621297,0.8390344074476416,0.0,180.78507251955142,1.000000000000183,1.0,711.0337416040247,0.788937450801958,1.0,692.2816234327189,1.000000000000183,2.0,1201.8333416762534,0.4658034895085336,0.0,725.2337656882737,0.9006388824233122,1.0,445.15628963676824,0.9381941770298496,1.0,7971.6870222403,0.0,0.0,207.91898268687314,1.000000000000183,10,663.9523857228891,1.000000000000183,3,686.8796817523181,0.8732324499926489,1.0,789.992834690027,0.8844157876224081,0.0,927.502803814669,1.000000000000183,1.0,265.54171515551735,1.000000000000183,5.0,7006.949476859569,0.0,0.0,372.8506617977558,0.9995213512096786,1.0,364.007522500662,0.976516338079614,2.0,114.74160604876062,1.000000000000183,5.0,821.1604021522495,1.000000000000183,0.0,644.038954843407,0.9347572620959144,1.0,649.1878682177365,1.000000000000183,5,4066,3,5,2284,1700,3629,63,706,778,449,555,152,10,340,117,124,243,4004,399,249,317,294,233,269,290,350,637,4329,350,238,286,297,253,258,305,389,974,1714,4066,920,1944,820,70,708,16,192,276,1006,2146,872,74,714,16,192,320,32.604217688859485,6.06627680589291
41,ñ]ómè¨äwçZ,3329840563,46.15883639041156,1099139.9383892787,1397.4384476970329,0.9255440370269238,1,1793.6579373996844,0.28767320555176074,0.0,833.3964032843792,0.7761016470084503,0.0,793.6747521098913,1.0000000000000948,2.0,1169.76949302094,0.5161502188276745,1.0,2253.377329757379,0.08007152988759468,0.0,1661.3559969821556,0.4156805703972748,0.0,1910.1436947333696,0.043267524695457124,0.0,4856.573176593385,0.0,0.0,5000.83590919692,0.0,0.0,406.0973951185853,1.0000000000000948,7,558.0957417981305,1.0000000000000948,13,2457.4251856712413,0.07214763714643074,0.0,854.3642145676554,0.7795595265811281,0.0,262.01721292460985,0.99903231804271,0.0,873.7238326198357,0.7282922229875423,1.0,11141.90736381619,0.0,0.0,4369.847869892383,0.0,0.0,1786.3441010374806,0.22550093367549132,0.0,742.0536565205624,1.0000000000000948,4.0,891.8729886849643,0.9214995885075643,1.0,1810.8541039191161,0.40106677428673004,0.0,612.8163477828159,1.0000000000000948,15,3600,3,4,2224,1303,4032,82,838,925,504,522,191,11,343,149,146,233,4488,431,178,382,429,347,260,252,370,827,4745,369,237,439,424,336,268,293,466,925,654,3600,366,4118,1532,62,2316,22,576,340,454,5050,1872,70,2360,24,592,492,31.21374539562441,21.850084641264193
42,ñkâ∫âYè¨äwçZ,5547066240,61.754478749353154,1210063.755509857,916.2687833267303,0.9172729485127689,1,841.435660836388,0.9480403383083122,1.0,564.0096886572977,0.9999363138915617,1.0,519.2237402866502,0.9527617670631815,1.0,454.07906938762795,0.7673538471380813,1.0,736.2662950799208,0.9634598733399307,1.0,752.9847283406511,0.9567876627276429,2.0,801.2158480043511,0.9187955678141536,1.0,4424.084167465461,0.0,0.0,10939.224551555862,0.0,0.0,460.66359143142915,1.0000000000000115,8,443.122403446973,1.0000000000000115,7,858.547048317336,0.6232857733778617,1.0,1601.1113617270626,0.7752795365572598,0.0,416.9995548300067,1.0000000000000115,7.0,428.03693082904294,0.9990248502779142,0.0,15270.11400617513,0.0,0.0,6625.226654905126,0.0,0.0,478.89920043722856,0.9988706945825916,2.0,1242.2381417472486,0.8751085726831999,0.0,438.154761920106,0.999730493731002,0.0,700.9468770945928,0.9298497847786645,1.0,428.4089018005753,1.0000000000000115,7,6896,34,26,4654,2041,8169,112,1466,1585,937,1167,384,64,735,357,546,594,8302,995,529,718,776,632,561,547,603,886,8526,849,510,815,727,545,518,560,637,1263,2055,6896,922,8478,884,164,5096,8,790,258,1080,9744,944,188,5116,8,794,278,30.612863865169828,27.2626009721139
43,ñæïlè¨äwçZ,4442289286,41.63683011452749,3442553.7344222018,197.57972951510166,0.5315878800615778,1,304.22590580581874,0.48002334686233356,0.0,704.1593976694139,0.6338856693335793,2.0,595.9889109915142,0.5017061982294412,0.0,601.2556940513872,0.7302897732802547,2.0,739.3066003011593,0.7857070362660097,1.0,669.8691204442946,0.6129980489236213,2.0,1360.8266067793304,0.8368111573905831,1.0,836.2455188306355,0.6996080224499505,1.0,7290.333902921036,0.0,0.0,531.6119399385643,1.0000000000002676,6,332.8802914833952,1.0000000000002676,10,564.3029804156517,0.746717673838808,2.0,977.1180244045242,0.5422160213846903,1.0,237.61805298728095,0.727955960939659,5.0,324.2720491088508,0.6561781404610701,6.0,13446.988357540306,0.0,0.0,5539.322120811908,0.0,0.0,256.46982208505824,0.7340586909966824,7.0,275.616211975685,1.0000000000002676,17.0,376.6901840391618,0.7583924852540739,5.0,858.9417504586198,0.6920352282918979,1.0,366.4428194284771,1.0000000000002676,11,6196,16,14,4065,1969,6795,92,1193,1298,879,951,356,37,689,304,310,516,7067,815,523,588,542,503,497,497,508,695,7108,767,486,583,554,525,446,491,507,983,2006,6196,1230,5408,1936,96,2784,24,556,1076,1378,6020,2064,104,2800,26,562,1238,18.961201803442943,23.595657194379243
44,ñÏî‰è¨äwçZ,3316920270,39.48158407446482,2506046.156019879,1295.0298376895632,0.9033533139471266,1,888.8755140907631,0.6536632323109278,1.0,1673.0773109537488,0.7608039794331832,1.0,423.5619787796318,0.6583888425444849,1.0,1580.9181747127398,0.3147237675866897,0.0,1660.1284004050322,0.11401375276232459,0.0,1676.8468336657627,0.3938688420443575,0.0,1725.0779533294622,0.25180681605850297,0.0,4192.312272790573,0.0,0.0,10707.452656880972,0.0,0.0,777.3727148587088,0.9997104930083245,10,1158.9187339211742,0.9879790172121866,6,1782.4091536424478,0.20339391244885857,0.0,1492.0534670521738,0.7885882652190391,2.0,848.855644447304,0.913211114049436,1.0,1260.7199024157799,0.8819230886261797,2.0,15058.913111500242,0.0,0.0,6473.178760230239,0.0,0.0,1146.5564459206878,0.8856804825832512,2.0,976.4362470723602,1.0000000000000222,12.0,1563.8412241784656,0.8697399352953736,3.0,1624.8089824197045,0.38945010101996563,0.0,1177.8398596854574,0.986884754003018,4,2592,18,18,1669,839,2855,39,552,535,354,423,108,50,263,126,132,202,3117,430,223,271,250,204,164,168,197,400,3173,403,228,259,233,174,155,188,216,553,783,2592,342,2700,484,70,1664,4,390,116,388,3108,528,72,1674,4,396,128,53.619278237703,31.13043022345557
45,ñÏî‰ìåè¨äwçZ,1713611359,46.53619659383611,2026074.5306973052,1323.3515468504454,0.8703855144377505,1,1090.088700822277,0.7420684077938873,1.0,1912.8289234731208,0.7472178762808808,0.0,147.84479443572826,0.526186187264143,1.0,2685.13502830062,0.45606366784930574,0.0,2556.5700129244033,0.3740012181228577,0.0,2612.9842482485537,0.2870419636161689,0.0,2621.5195658488333,0.25624164997687776,0.0,3009.055885309944,0.0,0.0,9524.196269400343,0.0,0.0,291.5888534094664,0.9995013402360717,10,315.17039400477256,0.9946374655886627,8,2426.0453468949604,0.44136294338826526,0.0,1878.009054767054,0.7613550089251668,0.0,1805.2554978706185,0.8386930398380084,5.0,1882.1496261295215,0.757855953937835,0.0,15540.933724019613,0.0,0.0,7633.267487291215,0.0,0.0,1875.1181283769083,0.7436304094058312,0.0,574.5186009185909,1.0000000000002358,10.0,1127.0794978577107,0.8887664711873908,1.0,2728.866594939075,0.28049671456018543,0.0,574.5186009185909,0.9918539955592081,10,3508,13,9,2385,1031,4059,76,857,778,485,584,159,22,375,157,204,263,4369,566,269,396,336,315,285,295,305,491,4725,567,294,369,341,321,315,273,327,852,941,3508,378,3580,974,78,2668,22,526,222,476,4140,1082,84,2698,22,536,244,45.25522434755808,28.333982075061122
