"名称","名称カナ","住所","TEL","FAX","URL","備考","備考２","備考３","備考４","備考５","経度","緯度","分類"
"愛らんど西（子育て支援センター）","アイランドニシ","神奈川県横須賀市長坂1-2-2西行政センター１階","046-857-4230","","","妊産婦さんやパパ、ママたちの出会いの場です。お友達作りや、子育て情報交換などにも是非ご利用下さい。","","","","","139.626003953784","35.2215073536053","福祉施設"
"Ｙｏｕ’ｓくらぶ","","神奈川県横須賀市馬堀町3-3-1　前田ビル３階","046-884-9446","","","【放課後等デイサービス】障害のある児童に、授業の終了後又は休業日に、生活能力の向上のために必要な訓練、社会との交流の促進その他必要な支援を行います。","対象は、学校教育法第1条に規定している学校（幼稚園及び大学を除く。）に就学しており、授業の終了後又は休業日に支援が必要と認められた障害児です。","","","","139.709695979704","35.2597361709591","福祉施設"
"くすくすの森","クスクスノモリ","横須賀市芦名1-31-26","","","","","","","","","139.608284217764","35.2347944500636","福祉施設"
"スタジオみらい逗子田浦","スタジオミライズシタウラ","横須賀市船越町5-1　TKビル2階","","","","","","","","","139.626266809329","35.3003555237299","福祉施設"
"はなぷぷ","ハナププ","横須賀市池上4-10-11","","","","","","","","","139.644830984192","35.2614464587538","福祉施設"
"こぱんはうすさくら　横須賀平作教室","コパンハウスサクラ　ヨコスカヒラサクキョウシツ","横須賀市平作1-2-22　アプト２　A号室","","","","","","","","","139.654536106085","35.2594897583705","福祉施設"
"エミタスアフタースクール","エミタスアフタースクール","横須賀市公郷町２－11－８","","","","","","","","","139.666678851546","35.2558100377466","福祉施設"
"笑み笑みらんど","エミエミランド","横須賀市佐野町6-8","","","","","","","","","139.667749895847","35.2601149648497","福祉施設"
"トータスキッズ","トータスキッズ","横須賀市長沢1-32-11　第５新星ビル302号室","","","","","","","","","139.674315412964","35.2047643612326","福祉施設"
"コペルプラス横須賀教室","コペルプラスヨコスカキョウシツ","横須賀市日の出町1-2-2　第３明香ビル１F","","","","","","","","","139.675090073571","35.2791374941126","福祉施設"
"放課後児童デイ　りあん","ホウカゴジドウデイ　リアン","横須賀市三春町5-23","","","","","","","","","139.687214005639","35.2624977113956","福祉施設"
"放課後デイサービス　toiro　大津","ホウカゴデイサービス　トイロ　オオツ","横須賀市大津町1-16-7　ピオモンテビル２階","","","","","","","","","139.693968895147","35.2632090527688","福祉施設"
"３９ジュニアクラブ","サンキュージュニアクラブ","横須賀市久里浜4-3-12　Lビル３階","","","","","","","","","139.702533038086","35.2312900150319","福祉施設"
"放課後等デイサービス　いちごいちえ（放課後等デイサービス）","","神奈川県横須賀市久比里1-18-10","046-876-8621","","http://www.city.yokosuka.kanagawa.jp/2615/sisetu/itigoitie.html","【放課後等デイサービス】障害のある児童に、生活能力の向上のために必要な訓練、社会との交流の促進等の支援を行います。","","","","","139.705904680936","35.23269724793","福祉施設"
"さくらんぼステップ","サクランボステップ","横須賀市鴨居１－37－12","","","","","","","","","139.725395682634","35.2489020544277","福祉施設"
"愛らんど田浦（子育て支援センター）","アイランドタウラ","神奈川県横須賀市船越町６－７７　田浦行政センター２階","046-860-1152","046-860-1152","","妊産婦さんやパパ、ママたちの出会いの場です。お友達作りや、子育て情報交換などにも是非ご利用ください。","","","","","139.628950136667","35.3011242794219","福祉施設"
"こまめの会","","神奈川県横須賀市田浦町2-80-1","080-5988-5809","","","","","","","","139.63371502861","35.2922949574989","福祉施設"
"sukasuka-nursery","スカスカナーサリー","神奈川県横須賀市久里浜4-7-2 新八ビル１階","046-890-0380","","","利用方法、開園日、開園時間ほか詳しい内容についてはお問い合わせください。
","","","","","139.703098094022","35.2304105103068","福祉施設"
