男女,市区町村コード,町丁字コード,地域階層レベル,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数,徒歩のみ,鉄道・電車,乗合バス,勤め先・学校のバス,自家用車,ハイヤー・タクシー,オートバイ,自転車,その他,利用交通手段「不詳」
総数,14131,115001,4,,,,神奈川県,川崎市川崎区,元木,一丁目,494,71,263,44,7,38,3,15,88,9,12
総数,14131,115002,4,,,,神奈川県,川崎市川崎区,元木,二丁目,516,71,278,71,6,46,-,10,97,7,17
総数,14131,1160,3,,,,神奈川県,川崎市川崎区,渡田新町,,1549,100,765,288,31,159,6,42,480,24,67
総数,14131,116001,4,,,,神奈川県,川崎市川崎区,渡田新町,一丁目,358,35,178,39,6,39,3,13,105,3,12
総数,14131,116002,4,,,,神奈川県,川崎市川崎区,渡田新町,二丁目,496,24,258,117,12,39,1,10,119,13,38
総数,14131,116003,4,,,,神奈川県,川崎市川崎区,渡田新町,三丁目,695,41,329,132,13,81,2,19,256,8,17
総数,14131,1170,2,,,,神奈川県,川崎市川崎区,渡田向町,,870,91,404,139,10,75,1,22,230,15,54
総数,14131,1180,3,,,,神奈川県,川崎市川崎区,渡田,,2561,208,1076,790,44,262,7,75,813,38,98
総数,14131,118001,4,,,,神奈川県,川崎市川崎区,渡田,一丁目,1003,87,466,332,13,79,2,22,262,11,37
総数,14131,118002,4,,,,神奈川県,川崎市川崎区,渡田,二丁目,608,43,265,194,14,62,1,17,213,13,20
総数,14131,118003,4,,,,神奈川県,川崎市川崎区,渡田,三丁目,389,29,133,102,6,60,2,14,147,6,13
総数,14131,118004,4,,,,神奈川県,川崎市川崎区,渡田,四丁目,561,49,212,162,11,61,2,22,191,8,28
総数,14131,1190,2,,,,神奈川県,川崎市川崎区,大島上町,,1105,92,382,362,14,143,3,22,356,21,50
総数,14131,1200,2,,,,神奈川県,川崎市川崎区,渡田東町,,545,36,187,156,16,67,-,13,195,23,31
総数,14131,1210,3,,,,神奈川県,川崎市川崎区,大島,,4467,360,1544,1619,64,529,16,138,1447,88,209
総数,14131,121001,4,,,,神奈川県,川崎市川崎区,大島,一丁目,1027,78,398,382,16,114,4,24,343,20,25
総数,14131,121002,4,,,,神奈川県,川崎市川崎区,大島,二丁目,523,42,173,186,8,68,2,15,164,9,33
総数,14131,121003,4,,,,神奈川県,川崎市川崎区,大島,三丁目,1089,108,329,372,14,115,3,37,355,26,69
総数,14131,121004,4,,,,神奈川県,川崎市川崎区,大島,四丁目,900,62,339,334,10,112,4,36,284,13,35
総数,14131,121005,4,,,,神奈川県,川崎市川崎区,大島,五丁目,928,70,305,345,16,120,3,26,301,20,47
総数,14131,1220,2,,,,神奈川県,川崎市川崎区,宮前町,,743,93,442,79,19,29,24,7,61,6,74
総数,14131,1230,2,,,,神奈川県,川崎市川崎区,新川通,,462,73,233,70,3,25,1,10,71,11,25
総数,14131,1240,2,,,,神奈川県,川崎市川崎区,境町,,811,99,331,227,15,75,2,21,181,16,51
総数,14131,1250,3,,,,神奈川県,川崎市川崎区,貝塚,,1729,267,908,212,27,116,29,25,247,19,122
総数,14131,125001,4,,,,神奈川県,川崎市川崎区,貝塚,一丁目,875,136,490,93,18,62,7,13,114,12,37
総数,14131,125002,4,,,,神奈川県,川崎市川崎区,貝塚,二丁目,854,131,418,119,9,54,22,12,133,7,85
総数,14131,1260,2,,,,神奈川県,川崎市川崎区,榎町,,958,116,563,88,16,66,19,15,122,6,72
総数,14131,1270,3,,,,神奈川県,川崎市川崎区,富士見,,969,81,594,246,13,74,3,18,184,9,11
総数,14131,127001,4,,,,神奈川県,川崎市川崎区,富士見,一丁目,719,68,477,148,10,49,3,12,112,7,1
総数,14131,127002,4,,,,神奈川県,川崎市川崎区,富士見,二丁目,250,13,117,98,3,25,-,6,72,2,10
総数,14131,1280,3,,,,神奈川県,川崎市川崎区,中島,,1675,118,596,590,24,225,4,54,490,32,56
総数,14131,128001,4,,,,神奈川県,川崎市川崎区,中島,一丁目,439,30,176,120,7,55,-,18,134,12,14
総数,14131,128002,4,,,,神奈川県,川崎市川崎区,中島,二丁目,598,39,231,240,11,67,3,15,162,11,15
総数,14131,128003,4,,,,神奈川県,川崎市川崎区,中島,三丁目,638,49,189,230,6,103,1,21,194,9,27
総数,14131,1290,3,,,,神奈川県,川崎市川崎区,旭町,,1372,96,685,193,39,133,4,30,318,24,74
総数,14131,129001,4,,,,神奈川県,川崎市川崎区,旭町,一丁目,525,43,289,42,24,47,1,4,104,10,43
総数,14131,129002,4,,,,神奈川県,川崎市川崎区,旭町,二丁目,847,53,396,151,15,86,3,26,214,14,31
総数,14131,1300,2,,,,神奈川県,川崎市川崎区,港町,,2121,85,1700,108,23,188,11,23,197,7,21
総数,14131,1310,2,,,,神奈川県,川崎市川崎区,鈴木町,,-,-,-,-,-,-,-,-,-,-,-
総数,14132,-,1,,,,神奈川県,川崎市幸区,,,75768,6377,43492,13330,936,6776,153,1886,14899,759,2375
総数,14132,2010,3,,,,神奈川県,川崎市幸区,戸手本町,,2809,241,1526,520,46,245,3,45,723,36,65
総数,14132,201001,4,,,,神奈川県,川崎市幸区,戸手本町,一丁目,722,66,315,221,6,76,2,15,223,9,18
総数,14132,201002,4,,,,神奈川県,川崎市幸区,戸手本町,二丁目,2087,175,1211,299,40,169,1,30,500,27,47
総数,14132,2020,2,,,,神奈川県,川崎市幸区,紺屋町,,515,45,237,163,5,51,-,11,153,4,10
総数,14132,2030,2,,,,神奈川県,川崎市幸区,遠藤町,,589,50,291,190,5,66,1,13,160,8,9
総数,14132,2040,2,,,,神奈川県,川崎市幸区,小向東芝町,,-,-,-,-,-,-,-,-,-,-,-
総数,14132,2050,3,,,,神奈川県,川崎市幸区,小向西町,,2271,219,985,880,26,304,4,85,601,32,49
総数,14132,205001,4,,,,神奈川県,川崎市幸区,小向西町,一丁目,535,55,206,218,5,81,1,31,143,9,7
総数,14132,205002,4,,,,神奈川県,川崎市幸区,小向西町,二丁目,240,20,99,79,5,34,-,11,83,2,3
総数,14132,205003,4,,,,神奈川県,川崎市幸区,小向西町,三丁目,533,64,224,181,2,66,2,14,141,6,15
総数,14132,205004,4,,,,神奈川県,川崎市幸区,小向西町,四丁目,963,80,456,402,14,123,1,29,234,15,24
総数,14132,2060,3,,,,神奈川県,川崎市幸区,古市場,,4288,317,2129,951,52,450,6,125,1039,45,122
総数,14132,206000,4,,,,神奈川県,川崎市幸区,古市場,,999,90,527,186,12,88,4,25,237,10,34
総数,14132,206001,4,,,,神奈川県,川崎市幸区,古市場,一丁目,1569,127,745,396,13,171,2,44,404,20,37
総数,14132,206002,4,,,,神奈川県,川崎市幸区,古市場,二丁目,1720,100,857,369,27,191,-,56,398,15,51
総数,14132,2070,2,,,,神奈川県,川崎市幸区,東古市場,,1092,87,388,363,16,153,-,64,311,14,37
総数,14132,2090,2,,,,神奈川県,川崎市幸区,小向仲野町,,1030,87,361,367,9,145,3,37,305,8,84
総数,14132,2100,2,,,,神奈川県,川崎市幸区,小向町,,933,68,352,388,27,117,1,38,261,15,32
総数,14132,2110,2,,,,神奈川県,川崎市幸区,小向,,-,-,-,-,-,-,-,-,-,-,-
総数,14132,2120,3,,,,神奈川県,川崎市幸区,戸手,,3081,191,1679,1117,39,304,9,70,775,37,82
総数,14132,212001,4,,,,神奈川県,川崎市幸区,戸手,一丁目,277,23,115,117,4,39,3,6,80,5,13
総数,14132,212002,4,,,,神奈川県,川崎市幸区,戸手,二丁目,488,39,182,181,9,70,-,19,140,9,13
総数,14132,212003,4,,,,神奈川県,川崎市幸区,戸手,三丁目,456,26,194,181,6,44,1,17,147,6,17
総数,14132,212004,4,,,,神奈川県,川崎市幸区,戸手,四丁目,1860,103,1188,638,20,151,5,28,408,17,39
総数,14132,2130,2,,,,神奈川県,川崎市幸区,河原町,,1941,181,751,503,39,115,2,78,631,22,41
総数,14132,2140,3,,,,神奈川県,川崎市幸区,中幸町,,3520,507,2271,267,44,210,10,40,282,27,110
総数,14132,214001,4,,,,神奈川県,川崎市幸区,中幸町,一丁目,728,93,433,68,9,44,-,14,97,5,27
総数,14132,214002,4,,,,神奈川県,川崎市幸区,中幸町,二丁目,589,92,329,53,6,41,-,16,69,9,20
総数,14132,214003,4,,,,神奈川県,川崎市幸区,中幸町,三丁目,1253,151,894,74,14,97,9,8,58,5,24
総数,14132,214004,4,,,,神奈川県,川崎市幸区,中幸町,四丁目,950,171,615,72,15,28,1,2,58,8,39
総数,14132,2150,3,,,,神奈川県,川崎市幸区,幸町,,1652,215,1068,155,20,99,4,19,132,15,57
総数,14132,215001,4,,,,神奈川県,川崎市幸区,幸町,一丁目,379,65,259,34,5,10,3,1,11,4,12
総数,14132,215002,4,,,,神奈川県,川崎市幸区,幸町,二丁目,327,41,205,34,3,21,-,4,29,3,9
総数,14132,215003,4,,,,神奈川県,川崎市幸区,幸町,三丁目,601,62,395,51,4,41,-,8,69,5,18
総数,14132,215004,4,,,,神奈川県,川崎市幸区,幸町,四丁目,345,47,209,36,8,27,1,6,23,3,18
総数,14132,2160,2,,,,神奈川県,川崎市幸区,堀川町,,714,96,518,84,10,31,3,-,29,9,6
総数,14132,2170,2,,,,神奈川県,川崎市幸区,柳町,,1172,141,777,91,19,76,2,14,127,7,32
総数,14132,2180,2,,,,神奈川県,川崎市幸区,大宮町,,1746,211,1300,153,13,80,6,3,61,6,38
総数,14132,2190,3,,,,神奈川県,川崎市幸区,南幸町,,4600,588,2949,426,74,194,13,58,460,41,241
総数,14132,219001,4,,,,神奈川県,川崎市幸区,南幸町,一丁目,775,116,449,98,8,46,4,14,109,9,30
総数,14132,219002,4,,,,神奈川県,川崎市幸区,南幸町,二丁目,2105,277,1404,164,43,73,8,22,121,14,132
総数,14132,219003,4,,,,神奈川県,川崎市幸区,南幸町,三丁目,1720,195,1096,164,23,75,1,22,230,18,79
総数,14132,2200,3,,,,神奈川県,川崎市幸区,神明町,,1773,214,952,278,21,162,4,31,369,23,61
総数,14132,220001,4,,,,神奈川県,川崎市幸区,神明町,一丁目,1063,132,579,165,13,95,3,20,224,16,26
総数,14132,220002,4,,,,神奈川県,川崎市幸区,神明町,二丁目,710,82,373,113,8,67,1,11,145,7,35
総数,14132,2210,2,,,,神奈川県,川崎市幸区,都町,,340,32,201,65,5,20,3,5,58,2,11
総数,14132,2220,3,,,,神奈川県,川崎市幸区,塚越,,6104,398,3914,625,73,516,14,127,1169,49,160
総数,14132,222001,4,,,,神奈川県,川崎市幸区,塚越,一丁目,856,51,610,60,4,43,2,16,162,10,18
総数,14132,222002,4,,,,神奈川県,川崎市幸区,塚越,二丁目,1290,94,695,198,18,118,3,39,324,17,58
総数,14132,222003,4,,,,神奈川県,川崎市幸区,塚越,三丁目,1338,86,954,82,14,111,2,16,203,2,27
総数,14132,222004,4,,,,神奈川県,川崎市幸区,塚越,四丁目,2620,167,1655,285,37,244,7,56,480,20,57
総数,14132,2230,2,,,,神奈川県,川崎市幸区,古川町,,1420,112,795,212,10,123,3,34,364,13,52
総数,14132,2240,2,,,,神奈川県,川崎市幸区,下平間,,3618,339,2287,411,42,278,-,75,552,29,126
総数,14132,2250,3,,,,神奈川県,川崎市幸区,鹿島田,,3667,228,2746,217,30,202,10,57,345,20,153
総数,14132,225001,4,,,,神奈川県,川崎市幸区,鹿島田,一丁目,1378,78,1111,82,10,51,7,17,66,6,67
総数,14132,225002,4,,,,神奈川県,川崎市幸区,鹿島田,二丁目,1009,83,705,53,10,69,2,18,130,5,30
総数,14132,225003,4,,,,神奈川県,川崎市幸区,鹿島田,三丁目,1280,67,930,82,10,82,1,22,149,9,56
総数,14132,2260,2,,,,神奈川県,川崎市幸区,小倉,,-,-,-,-,-,-,-,-,-,-,-
総数,14132,2261,3,,,,神奈川県,川崎市幸区,小倉,,6390,415,2916,1402,88,810,14,257,1782,91,293
総数,14132,226101,4,,,,神奈川県,川崎市幸区,小倉,一丁目,1023,66,663,140,17,78,-,19,173,10,29
総数,14132,226102,4,,,,神奈川県,川崎市幸区,小倉,二丁目,1077,74,448,244,14,167,3,54,315,12,26
総数,14132,226103,4,,,,神奈川県,川崎市幸区,小倉,三丁目,1566,90,741,338,20,185,2,51,447,25,88
総数,14132,226104,4,,,,神奈川県,川崎市幸区,小倉,四丁目,1578,100,637,340,19,199,2,75,477,25,101
総数,14132,226105,4,,,,神奈川県,川崎市幸区,小倉,五丁目,1146,85,427,340,18,181,7,58,370,19,49
総数,14132,2262,2,,,,神奈川県,川崎市幸区,小倉,,1558,122,1238,83,14,73,6,9,104,14,22
総数,14132,2270,3,,,,神奈川県,川崎市幸区,南加瀬,,8429,535,3540,2401,105,1218,13,422,2447,120,246
総数,14132,227001,4,,,,神奈川県,川崎市幸区,南加瀬,一丁目,1134,64,655,187,10,113,-,43,267,12,35
総数,14132,227002,4,,,,神奈川県,川崎市幸区,南加瀬,二丁目,1334,112,567,338,17,180,5,66,405,11,31
総数,14132,227003,4,,,,神奈川県,川崎市幸区,南加瀬,三丁目,1798,102,833,476,18,222,4,71,512,26,49
総数,14132,227004,4,,,,神奈川県,川崎市幸区,南加瀬,四丁目,2452,168,910,847,39,368,1,133,723,49,71
総数,14132,227005,4,,,,神奈川県,川崎市幸区,南加瀬,五丁目,1711,89,575,553,21,335,3,109,540,22,60
総数,14132,2280,3,,,,神奈川県,川崎市幸区,北加瀬,,4751,357,3023,600,42,405,7,105,963,44,87
総数,14132,228001,4,,,,神奈川県,川崎市幸区,北加瀬,一丁目,1901,148,1328,107,22,141,-,33,254,13,32
総数,14132,228002,4,,,,神奈川県,川崎市幸区,北加瀬,二丁目,1490,97,948,210,10,130,3,35,316,14,20
総数,14132,228003,4,,,,神奈川県,川崎市幸区,北加瀬,三丁目,1360,112,747,283,10,134,4,37,393,17,35
総数,14132,2290,2,,,,神奈川県,川崎市幸区,矢上,,446,35,249,89,23,30,-,13,102,2,27
総数,14132,2300,2,,,,神奈川県,川崎市幸区,新塚越,,1435,121,1141,83,18,67,7,7,109,6,13
総数,14132,2310,2,,,,神奈川県,川崎市幸区,東小倉,,1297,122,811,89,6,84,1,24,208,10,74
総数,14132,2320,2,,,,神奈川県,川崎市幸区,新小倉,,1145,19,954,93,7,68,2,10,157,8,24
総数,14132,2330,2,,,,神奈川県,川崎市幸区,新川崎,,1442,84,1143,64,8,80,2,10,120,2,11
総数,14133,-,1,,,,神奈川県,川崎市中原区,,,119766,7894,85602,8661,1168,7259,270,1907,18633,951,3768
総数,14133,3010,3,,,,神奈川県,川崎市中原区,小杉町,,5352,363,4439,224,26,242,29,21,211,25,125
総数,14133,301001,4,,,,神奈川県,川崎市中原区,小杉町,一丁目,1231,89,987,49,6,46,1,5,48,7,56
総数,14133,301002,4,,,,神奈川県,川崎市中原区,小杉町,二丁目,2294,141,1912,91,10,119,8,12,96,12,42
総数,14133,301003,4,,,,神奈川県,川崎市中原区,小杉町,三丁目,1827,133,1540,84,10,77,20,4,67,6,27
総数,14133,3020,3,,,,神奈川県,川崎市中原区,新丸子東,,4754,332,3992,193,33,184,21,18,126,25,129
総数,14133,302001,4,,,,神奈川県,川崎市中原区,新丸子東,一丁目,1037,88,853,38,5,28,1,3,35,5,42
総数,14133,302002,4,,,,神奈川県,川崎市中原区,新丸子東,二丁目,1118,95,905,58,8,28,4,8,29,6,47
総数,14133,302003,4,,,,神奈川県,川崎市中原区,新丸子東,三丁目,2599,149,2234,97,20,128,16,7,62,14,40
総数,14133,3030,3,,,,神奈川県,川崎市中原区,小杉御殿町,,2707,171,1993,213,17,152,2,45,461,19,62
総数,14133,303001,4,,,,神奈川県,川崎市中原区,小杉御殿町,一丁目,762,44,538,68,8,55,-,16,192,5,14
総数,14133,303002,4,,,,神奈川県,川崎市中原区,小杉御殿町,二丁目,1945,127,1455,145,9,97,2,29,269,14,48
総数,14133,3040,3,,,,神奈川県,川崎市中原区,小杉陣屋町,,2353,112,1741,99,13,155,12,34,437,14,70
総数,14133,304001,4,,,,神奈川県,川崎市中原区,小杉陣屋町,一丁目,1555,70,1191,62,8,89,10,17,236,8,50
総数,14133,304002,4,,,,神奈川県,川崎市中原区,小杉陣屋町,二丁目,798,42,550,37,5,66,2,17,201,6,20
総数,14133,3050,3,,,,神奈川県,川崎市中原区,上小田中,,13170,842,8713,873,181,1042,20,280,2346,128,410
総数,14133,305001,4,,,,神奈川県,川崎市中原区,上小田中,一丁目,2697,160,1614,183,23,257,2,83,575,37,109
総数,14133,305002,4,,,,神奈川県,川崎市中原区,上小田中,二丁目,2691,145,1736,223,29,219,9,58,581,18,45
総数,14133,305003,4,,,,神奈川県,川崎市中原区,上小田中,三丁目,2963,165,2085,139,102,265,6,39,351,22,132
総数,14133,305004,4,,,,神奈川県,川崎市中原区,上小田中,四丁目,-,-,-,-,-,-,-,-,-,-,-
総数,14133,305005,4,,,,神奈川県,川崎市中原区,上小田中,五丁目,944,82,643,46,3,57,-,22,148,9,14
総数,14133,305006,4,,,,神奈川県,川崎市中原区,上小田中,六丁目,2773,207,1880,193,17,187,2,63,452,29,71
総数,14133,305007,4,,,,神奈川県,川崎市中原区,上小田中,七丁目,1102,83,755,89,7,57,1,15,239,13,39
総数,14133,3070,3,,,,神奈川県,川崎市中原区,宮内,,5917,391,3225,1488,58,632,5,221,1700,79,201
総数,14133,307001,4,,,,神奈川県,川崎市中原区,宮内,一丁目,1105,89,484,253,10,161,2,74,416,14,18
総数,14133,307002,4,,,,神奈川県,川崎市中原区,宮内,二丁目,1145,94,617,279,13,117,-,37,269,24,44
総数,14133,307003,4,,,,神奈川県,川崎市中原区,宮内,三丁目,1893,82,1071,564,14,203,2,71,615,24,64
総数,14133,307004,4,,,,神奈川県,川崎市中原区,宮内,四丁目,1774,126,1053,392,21,151,1,39,400,17,75
総数,14133,3080,2,,,,神奈川県,川崎市中原区,等々力,,168,14,84,22,5,15,-,5,66,-,19
総数,14133,3100,2,,,,神奈川県,川崎市中原区,上丸子天神町,,1186,75,876,51,18,70,5,15,168,9,44
総数,14133,3110,3,,,,神奈川県,川崎市中原区,丸子通,,3223,153,2672,115,19,121,8,26,218,9,107
総数,14133,311001,4,,,,神奈川県,川崎市中原区,丸子通,一丁目,1917,87,1589,74,13,73,2,18,121,5,74
総数,14133,311002,4,,,,神奈川県,川崎市中原区,丸子通,二丁目,1306,66,1083,41,6,48,6,8,97,4,33
総数,14133,3120,2,,,,神奈川県,川崎市中原区,新丸子町,,1531,127,1257,67,13,33,4,6,37,7,69
総数,14133,3130,2,,,,神奈川県,川崎市中原区,上丸子八幡町,,1081,72,854,38,5,44,1,12,104,6,23
総数,14133,3140,3,,,,神奈川県,川崎市中原区,上丸子山王町,,1908,125,1413,86,20,106,10,27,202,18,70
総数,14133,314001,4,,,,神奈川県,川崎市中原区,上丸子山王町,一丁目,1033,53,774,40,12,63,2,15,109,11,43
総数,14133,314002,4,,,,神奈川県,川崎市中原区,上丸子山王町,二丁目,875,72,639,46,8,43,8,12,93,7,27
総数,14133,3150,2,,,,神奈川県,川崎市中原区,下沼部,,2207,179,1682,89,15,112,4,28,177,21,59
総数,14133,3160,2,,,,神奈川県,川崎市中原区,中丸子,,6973,446,5111,453,70,422,25,94,813,55,267
総数,14133,3170,2,,,,神奈川県,川崎市中原区,市ノ坪,,5105,331,3776,292,41,347,10,68,648,29,127
総数,14133,3180,2,,,,神奈川県,川崎市中原区,北谷町,,1241,107,894,81,17,65,1,22,116,5,39
総数,14133,3190,2,,,,神奈川県,川崎市中原区,田尻町,,1062,63,760,72,8,59,-,16,96,10,75
総数,14133,3200,3,,,,神奈川県,川崎市中原区,上平間,,4693,287,2898,586,61,430,4,114,849,48,155
総数,14133,320001,4,,,,神奈川県,川崎市中原区,上平間,,1889,124,1224,123,18,162,1,47,315,15,61
総数,14133,320002,4,,,,神奈川県,川崎市中原区,上平間,,2804,163,1674,463,43,268,3,67,534,33,94
総数,14133,3210,2,,,,神奈川県,川崎市中原区,大倉町,,-,-,-,-,-,-,-,-,-,-,-
総数,14133,3221,2,,,,神奈川県,川崎市中原区,苅宿,,2398,170,1557,196,21,159,1,49,527,20,88
総数,14133,3231,2,,,,神奈川県,川崎市中原区,西加瀬,,1040,60,762,55,1,63,6,17,161,5,13
総数,14133,3241,2,,,,神奈川県,川崎市中原区,木月住吉町,,2133,271,1485,129,16,88,5,27,175,14,108
総数,14133,3250,2,,,,神奈川県,川崎市中原区,今井仲町,,1657,120,1272,58,19,74,4,14,195,11,29
総数,14133,3260,2,,,,神奈川県,川崎市中原区,今井南町,,2476,191,1947,95,20,82,8,22,170,14,74
総数,14133,3270,2,,,,神奈川県,川崎市中原区,今井上町,,1532,109,1145,87,5,77,1,16,246,5,39
総数,14133,3280,2,,,,神奈川県,川崎市中原区,今井西町,,1954,116,1405,98,11,84,3,14,458,10,70
総数,14133,3291,2,,,,神奈川県,川崎市中原区,木月大町,,1425,87,1099,41,15,45,2,13,243,5,55
総数,14133,3301,2,,,,神奈川県,川崎市中原区,木月祗園町,,1049,48,860,45,7,41,2,8,89,8,40
総数,14133,3311,2,,,,神奈川県,川崎市中原区,木月伊勢町,,702,46,560,41,6,16,-,6,64,5,16
総数,14133,3321,3,,,,神奈川県,川崎市中原区,木月,,9013,528,7003,442,60,348,18,107,943,53,301
総数,14133,332101,4,,,,神奈川県,川崎市中原区,木月,一丁目,1282,81,1039,48,12,51,3,10,77,7,37
総数,14133,332102,4,,,,神奈川県,川崎市中原区,木月,二丁目,1479,94,1218,73,8,33,-,13,67,11,55
総数,14133,332103,4,,,,神奈川県,川崎市中原区,木月,三丁目,2906,146,2313,146,26,108,6,42,279,12,77
総数,14133,332104,4,,,,神奈川県,川崎市中原区,木月,四丁目,3346,207,2433,175,14,156,9,42,520,23,132
総数,14133,3330,3,,,,神奈川県,川崎市中原区,井田,,3800,221,2473,756,30,332,7,137,824,42,108
総数,14133,333001,4,,,,神奈川県,川崎市中原区,井田,一丁目,1444,75,992,159,8,102,2,38,314,15,45
総数,14133,333002,4,,,,神奈川県,川崎市中原区,井田,二丁目,1070,69,668,131,6,91,2,42,238,12,35
総数,14133,333003,4,,,,神奈川県,川崎市中原区,井田,三丁目,1286,77,813,466,16,139,3,57,272,15,28
総数,14133,3340,2,,,,神奈川県,川崎市中原区,井田中ノ町,,3025,145,2329,181,21,135,11,35,470,25,61
総数,14133,3350,2,,,,神奈川県,川崎市中原区,井田杉山町,,1845,98,1244,117,18,101,3,31,664,17,24
総数,14133,3360,2,,,,神奈川県,川崎市中原区,井田三舞町,,1643,88,1231,77,11,82,3,11,400,10,21
総数,14133,3380,3,,,,神奈川県,川崎市中原区,下小田中,,12324,850,7967,721,189,866,15,222,3156,124,431
総数,14133,338001,4,,,,神奈川県,川崎市中原区,下小田中,一丁目,2176,177,1522,112,18,114,2,34,307,18,76
総数,14133,338002,4,,,,神奈川県,川崎市中原区,下小田中,二丁目,2439,182,1708,135,23,130,4,30,441,21,93
総数,14133,338003,4,,,,神奈川県,川崎市中原区,下小田中,三丁目,2420,199,1548,108,12,168,2,37,786,21,80
総数,14133,338004,4,,,,神奈川県,川崎市中原区,下小田中,四丁目,1979,108,1284,101,112,154,2,40,427,21,62
総数,14133,338005,4,,,,神奈川県,川崎市中原区,下小田中,五丁目,1274,59,742,142,6,123,2,20,402,21,57
総数,14133,338006,4,,,,神奈川県,川崎市中原区,下小田中,六丁目,2036,125,1163,123,18,177,3,61,793,22,63
総数,14133,3390,2,,,,神奈川県,川崎市中原区,新城中町,,896,66,603,47,3,66,3,22,160,12,21
総数,14133,3400,3,,,,神奈川県,川崎市中原区,下新城,,2899,170,1946,248,49,201,8,62,571,29,68
総数,14133,340001,4,,,,神奈川県,川崎市中原区,下新城,一丁目,880,45,606,67,18,57,5,21,157,5,27
総数,14133,340002,4,,,,神奈川県,川崎市中原区,下新城,二丁目,911,54,590,99,17,66,2,17,201,12,23
総数,14133,340003,4,,,,神奈川県,川崎市中原区,下新城,三丁目,1108,71,750,82,14,78,1,24,213,12,18
総数,14133,3410,3,,,,神奈川県,川崎市中原区,上新城,,1338,111,946,76,16,77,5,19,132,17,67
総数,14133,341001,4,,,,神奈川県,川崎市中原区,上新城,一丁目,694,39,493,38,8,47,2,11,85,12,28
総数,14133,341002,4,,,,神奈川県,川崎市中原区,上新城,二丁目,644,72,453,38,8,30,3,8,47,5,39
総数,14133,3420,3,,,,神奈川県,川崎市中原区,新城,,1986,209,1388,109,30,91,4,23,210,18,83
総数,14133,342000,4,,,,神奈川県,川崎市中原区,新城,,81,10,57,6,5,2,1,-,10,2,1
総数,14133,342001,4,,,,神奈川県,川崎市中原区,新城,一丁目,471,49,342,31,4,12,1,2,41,5,23
総数,14133,342002,4,,,,神奈川県,川崎市中原区,新城,二丁目,490,44,333,20,3,30,-,9,70,3,20
総数,14133,342003,4,,,,神奈川県,川崎市中原区,新城,三丁目,342,35,251,14,7,18,-,4,21,5,12
総数,14133,342004,4,,,,神奈川県,川崎市中原区,新城,四丁目,200,26,127,14,3,14,1,3,32,2,5
総数,14133,342005,4,,,,神奈川県,川崎市中原区,新城,五丁目,402,45,278,24,8,15,1,5,36,1,22
総数,14133,3430,2,,,,神奈川県,川崎市中原区,上丸子,,-,-,-,-,-,-,-,-,-,-,-
総数,14134,-,1,,,,神奈川県,川崎市高津区,,,96875,6522,62023,13528,814,9822,177,3325,17026,1011,2358
総数,14134,4011,3,,,,神奈川県,川崎市高津区,溝口,,7332,606,5504,358,42,401,12,115,697,41,153
総数,14134,401101,4,,,,神奈川県,川崎市高津区,溝口,一丁目,636,49,519,29,5,24,5,5,25,2,15
総数,14134,401102,4,,,,神奈川県,川崎市高津区,溝口,二丁目,1465,126,1151,82,14,51,2,16,68,6,47
総数,14134,401103,4,,,,神奈川県,川崎市高津区,溝口,三丁目,1765,173,1318,81,9,94,-,17,133,9,31
総数,14134,401104,4,,,,神奈川県,川崎市高津区,溝口,四丁目,773,84,566,29,5,43,1,13,61,8,18
総数,14134,401105,4,,,,神奈川県,川崎市高津区,溝口,五丁目,1404,93,1058,60,8,83,2,32,150,6,27
総数,14134,401106,4,,,,神奈川県,川崎市高津区,溝口,六丁目,1289,81,892,77,1,106,2,32,260,10,15
総数,14134,4021,3,,,,神奈川県,川崎市高津区,久地,,5558,365,3642,446,37,556,7,149,1255,60,159
総数,14134,402101,4,,,,神奈川県,川崎市高津区,久地,一丁目,1262,70,868,72,9,125,1,18,247,8,46
総数,14134,402102,4,,,,神奈川県,川崎市高津区,久地,二丁目,1054,79,607,59,7,128,3,47,313,17,32
総数,14134,402103,4,,,,神奈川県,川崎市高津区,久地,三丁目,1751,128,1086,221,8,176,3,48,543,20,34
総数,14134,402104,4,,,,神奈川県,川崎市高津区,久地,四丁目,1491,88,1081,94,13,127,-,36,152,15,47
総数,14134,4022,2,,,,神奈川県,川崎市高津区,久地,,246,34,127,10,1,40,-,9,79,1,-
総数,14134,4030,2,,,,神奈川県,川崎市高津区,宇奈根,,592,51,313,20,6,81,1,19,225,7,9
総数,14134,4041,3,,,,神奈川県,川崎市高津区,二子,,6306,419,4899,287,43,340,8,78,573,50,134
総数,14134,404101,4,,,,神奈川県,川崎市高津区,二子,一丁目,1911,103,1496,76,11,103,4,27,184,16,48
総数,14134,404102,4,,,,神奈川県,川崎市高津区,二子,二丁目,993,80,794,35,4,46,-,10,64,7,31
総数,14134,404103,4,,,,神奈川県,川崎市高津区,二子,三丁目,1195,78,910,54,13,77,1,20,139,8,12
総数,14134,404104,4,,,,神奈川県,川崎市高津区,二子,四丁目,757,38,601,36,7,34,-,8,64,3,20
総数,14134,404105,4,,,,神奈川県,川崎市高津区,二子,五丁目,796,78,613,47,4,32,2,7,43,10,17
